query_sequence_id,target_sequence_id,sequence_identity,alignment_length,query_coverage,target_coverage,e_value,bit_score,query_assay_id,query_uniprot_id,query_sequence_sha256,query_sequence_length,target_assay_id,target_uniprot_id,target_sequence_sha256,target_sequence_length,qualifies_family_edge,query_family_id,target_family_id
assay156,assay156,1.0,44,1.0,1.0,1.34e-25,90,SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,9b8a19a58ca0ba318b0c339a4c794cb3a19356dbf1bca9d8f81b3a1df7cadbef,44,SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,9b8a19a58ca0ba318b0c339a4c794cb3a19356dbf1bca9d8f81b3a1df7cadbef,44,True,sf_3a5047c87583,sf_3a5047c87583
assay188,assay188,1.0,40,1.0,1.0,3.799e-21,77,VG08_BPP22_Tsuboyama_2023_2GP8,VG08_BPP22,b6f87533a8ff1ef31f51b628bd0fb5b33c8c62010febbcbf125b6dff215ac47e,40,VG08_BPP22_Tsuboyama_2023_2GP8,VG08_BPP22,b6f87533a8ff1ef31f51b628bd0fb5b33c8c62010febbcbf125b6dff215ac47e,40,True,sf_ffaeeb6011e9,sf_ffaeeb6011e9
assay029,assay029,1.0,258,1.0,1.0,9.739e-176,535,CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,db97616a542053832f57e3a6f83b89c1b80a10c679889c6e23b20550d1cd50a1,258,CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,db97616a542053832f57e3a6f83b89c1b80a10c679889c6e23b20550d1cd50a1,258,True,sf_99e3b36fb3c0,sf_99e3b36fb3c0
assay029,assay030,0.57,242,0.926,0.861,2.033e-89,286,CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,db97616a542053832f57e3a6f83b89c1b80a10c679889c6e23b20550d1cd50a1,258,CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,213d8a15168ffdd0daf05c2809f9abb65a26baf3ef866577883b57e4897baad0,281,True,sf_99e3b36fb3c0,sf_99e3b36fb3c0
assay061,assay061,1.0,72,1.0,1.0,8.879999999999999e-51,164,HECD1_HUMAN_Tsuboyama_2023_3DKM,HECD1_HUMAN,d11d776b9031b71dc023044e5b734a7407ac498d7147976c36ab7b627cae7e75,72,HECD1_HUMAN_Tsuboyama_2023_3DKM,HECD1_HUMAN,d11d776b9031b71dc023044e5b734a7407ac498d7147976c36ab7b627cae7e75,72,True,sf_45f2530c8897,sf_45f2530c8897
assay093,assay093,1.0,55,1.0,1.0,4.955e-33,112,NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,cfc7222703b572e6e9a896ad622aa1baa5aac0ba55a7423c4d3a158fa8fac4aa,55,NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,cfc7222703b572e6e9a896ad622aa1baa5aac0ba55a7423c4d3a158fa8fac4aa,55,True,sf_8972dd1535ff,sf_8972dd1535ff
assay063,assay063,1.0,888,1.0,1.0,0.0,1762,HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,888,HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,888,True,sf_a470df240675,sf_a470df240675
assay095,assay095,1.0,44,1.0,1.0,5.991000000000001e-26,91,ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,186bf44bc89c64ff3960721d388a880973acbfe51ac75f71be7a057682185b09,44,ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,186bf44bc89c64ff3960721d388a880973acbfe51ac75f71be7a057682185b09,44,True,sf_a7d25cc6753c,sf_a7d25cc6753c
assay127,assay127,1.0,222,1.0,1.0,6.918e-153,467,Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,b27043fc9c0d03dc8b6cc4ad68dcaf03d8a5bf3ddd073ac364dbe74b90995c09,222,Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,b27043fc9c0d03dc8b6cc4ad68dcaf03d8a5bf3ddd073ac364dbe74b90995c09,222,True,sf_e786ad53cfe1,sf_e786ad53cfe1
assay159,assay159,1.0,57,1.0,1.0,3.984e-36,121,SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,1e7d90f7e45b1d812faaf128eb396b0904fa71ff19238f2308996b3df224f942,57,SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,1e7d90f7e45b1d812faaf128eb396b0904fa71ff19238f2308996b3df224f942,57,True,sf_6cc095ce3976,sf_6cc095ce3976
assay191,assay190,1.0,163,1.0,1.0,3.007e-107,332,VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,True,sf_893ea5ec829f,sf_893ea5ec829f
assay191,assay191,1.0,163,1.0,1.0,3.007e-107,332,VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,True,sf_893ea5ec829f,sf_893ea5ec829f
assay167,assay167,1.0,48,1.0,1.0,1.0639999999999999e-29,102,SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,81346251006cd7699ec780db8c419274f1044e32371600068db7abd2a89b0e53,48,SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,81346251006cd7699ec780db8c419274f1044e32371600068db7abd2a89b0e53,48,True,sf_3b0bdc6eb756,sf_3b0bdc6eb756
assay008,assay008,1.0,770,1.0,1.0,0.0,1519,A4_HUMAN_Seuma_2022,A4_HUMAN,0f79dd8c1ea278edbe797ca3ccb235de12e8d482492499a37a977a0692d3e49b,770,A4_HUMAN_Seuma_2022,A4_HUMAN,0f79dd8c1ea278edbe797ca3ccb235de12e8d482492499a37a977a0692d3e49b,770,True,sf_6a1f189f4e62,sf_6a1f189f4e62
assay040,assay040,1.0,72,1.0,1.0,1.832e-43,143,CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,a69eaa08212aac44b625129ba0a4c61c8ea2124d3b990c750e31f75b68ee2495,72,CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,a69eaa08212aac44b625129ba0a4c61c8ea2124d3b990c750e31f75b68ee2495,72,True,sf_322a3fa1e236,sf_322a3fa1e236
assay072,assay072,1.0,55,1.0,1.0,1.374e-30,105,ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,334df5d4e103746412eb4fe15c67c4d050bf175c603ce0498d913e0d2858cbaf,55,ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,334df5d4e103746412eb4fe15c67c4d050bf175c603ce0498d913e0d2858cbaf,55,True,sf_952abe758b6a,sf_952abe758b6a
assay104,assay104,1.0,254,1.0,1.0,1.7819999999999999e-158,485,P84126_THETH_Chan_2017,P84126_THETH,b7cf0832061e7437b4309c358ae2b5cca04d45e932da7e44257d640095432d81,254,P84126_THETH_Chan_2017,P84126_THETH,b7cf0832061e7437b4309c358ae2b5cca04d45e932da7e44257d640095432d81,254,True,sf_415fc4c4433b,sf_415fc4c4433b
assay104,assay182,0.425,198,0.78,0.786,4.564e-37,134,P84126_THETH_Chan_2017,P84126_THETH,b7cf0832061e7437b4309c358ae2b5cca04d45e932da7e44257d640095432d81,254,TRPC_SACS2_Chan_2017,TRPC_SACS2,a5678301cecc2d1e42270d7e64a76f678362100308cd5657af6effe43adc8e9c,248,False,sf_415fc4c4433b,sf_415fc4c4433b
assay104,assay183,0.363,207,0.815,0.817,1.56e-27,106,P84126_THETH_Chan_2017,P84126_THETH,b7cf0832061e7437b4309c358ae2b5cca04d45e932da7e44257d640095432d81,254,TRPC_THEMA_Chan_2017,TRPC_THEMA,6ca2a19c3bc5eeef7bceee36098d50d20b49a9f2ae57b320afc2b026b593b08e,252,True,sf_415fc4c4433b,sf_415fc4c4433b
assay136,assay136,1.0,52,1.0,1.0,1.312e-29,102,RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,bed87fed8b26fe918f582c046a7c399f2e83624845a5ae1476758b73d98ee77f,52,RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,bed87fed8b26fe918f582c046a7c399f2e83624845a5ae1476758b73d98ee77f,52,True,sf_bc19e1d23319,sf_bc19e1d23319
assay168,assay168,1.0,67,1.0,1.0,1.282e-44,146,SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,9a91e2de3c9815ba9e48ff0866794adaea4df6e49cfc3e43ec262cb2f2aaa74a,67,SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,9a91e2de3c9815ba9e48ff0866794adaea4df6e49cfc3e43ec262cb2f2aaa74a,67,True,sf_fd69b9c71495,sf_fd69b9c71495
assay168,assay047,0.307,51,0.761,0.773,1.631e-06,37,SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,9a91e2de3c9815ba9e48ff0866794adaea4df6e49cfc3e43ec262cb2f2aaa74a,67,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,DOCK1_MOUSE,46962bab94c5ab950729fe64da9d7ad0d86cae4ee4ee4b45bd4fb86caa1433ce,66,False,sf_fd69b9c71495,sf_b63fd9507fc4
assay009,assay009,1.0,177,1.0,1.0,2.4780000000000002e-116,359,AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,ef675d9e8b4dd73f98b0e909e98d30847c9180371e1a038a0ec3ab16c3a26200,177,AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,ef675d9e8b4dd73f98b0e909e98d30847c9180371e1a038a0ec3ab16c3a26200,177,True,sf_c8ac09285ada,sf_c8ac09285ada
assay041,assay041,1.0,52,1.0,1.0,4.242e-33,112,CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,b2392b0d2a495db39e70d8421336138428327b7cd074191fa13eaac4e4209ce9,52,CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,b2392b0d2a495db39e70d8421336138428327b7cd074191fa13eaac4e4209ce9,52,True,sf_7dd9b66382a6,sf_7dd9b66382a6
assay073,assay073,1.0,129,1.0,1.0,2.443e-84,264,KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,True,sf_8626537a0620,sf_8626537a0620
assay073,assay074,1.0,129,1.0,1.0,2.443e-84,264,KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,True,sf_8626537a0620,sf_8626537a0620
assay048,assay048,1.0,159,1.0,1.0,4.1359999999999996e-110,340,DYR_ECOLI_Nguyen_2023,DYR_ECOLI,e193a4b689d70ba3b38c9f812a9b212e4ec24cec07f6c90f0600341c8b0c77f5,159,DYR_ECOLI_Nguyen_2023,DYR_ECOLI,e193a4b689d70ba3b38c9f812a9b212e4ec24cec07f6c90f0600341c8b0c77f5,159,True,sf_0932cd92de6e,sf_0932cd92de6e
assay048,assay049,1.0,159,1.0,1.0,4.1359999999999996e-110,340,DYR_ECOLI_Nguyen_2023,DYR_ECOLI,e193a4b689d70ba3b38c9f812a9b212e4ec24cec07f6c90f0600341c8b0c77f5,159,DYR_ECOLI_Thompson_2019,DYR_ECOLI,e193a4b689d70ba3b38c9f812a9b212e4ec24cec07f6c90f0600341c8b0c77f5,159,True,sf_0932cd92de6e,sf_0932cd92de6e
assay080,assay080,1.0,66,1.0,1.0,6.731e-43,141,MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,e6d25f46034518bd87fba45a1b2a5b07fd5ed9d8c731cc42ca22457cccf5ac58,66,MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,e6d25f46034518bd87fba45a1b2a5b07fd5ed9d8c731cc42ca22457cccf5ac58,66,True,sf_029b997580c1,sf_029b997580c1
assay112,assay112,1.0,861,1.0,1.0,0.0,1801,POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,b2f79870c095142e55cf322ceb531db97d547051c529d3bd95bfbb71a984bb0f,861,POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,b2f79870c095142e55cf322ceb531db97d547051c529d3bd95bfbb71a984bb0f,861,True,sf_6872ef7481de,sf_6872ef7481de
assay144,assay144,1.0,128,1.0,1.0,2.831e-82,258,RL40A_YEAST_Mavor_2016,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,RL40A_YEAST_Mavor_2016,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,True,sf_09950e3c22ee,sf_09950e3c22ee
assay144,assay145,1.0,128,1.0,1.0,2.831e-82,258,RL40A_YEAST_Mavor_2016,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,RL40A_YEAST_Roscoe_2013,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,True,sf_09950e3c22ee,sf_09950e3c22ee
assay144,assay146,1.0,128,1.0,1.0,2.831e-82,258,RL40A_YEAST_Mavor_2016,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,RL40A_YEAST_Roscoe_2014,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,True,sf_09950e3c22ee,sf_09950e3c22ee
assay176,assay176,1.0,37,1.0,1.0,2.574e-23,83,TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,e3ec13d0d7ff066ef89bd037ff6ad5e5b5afb226d4a954d78710461bc66d822d,37,TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,e3ec13d0d7ff066ef89bd037ff6ad5e5b5afb226d4a954d78710461bc66d822d,37,True,sf_a21d29addbd9,sf_a21d29addbd9
assay017,assay017,1.0,52,1.0,1.0,2.1160000000000002e-32,110,BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE,52217b8f546a530e571458023a304c953759d573a4fd0d88ea5fa2c5d02f2ef6,52,BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE,52217b8f546a530e571458023a304c953759d573a4fd0d88ea5fa2c5d02f2ef6,52,True,sf_39e5faa59a41,sf_39e5faa59a41
assay049,assay048,1.0,159,1.0,1.0,4.1359999999999996e-110,340,DYR_ECOLI_Thompson_2019,DYR_ECOLI,e193a4b689d70ba3b38c9f812a9b212e4ec24cec07f6c90f0600341c8b0c77f5,159,DYR_ECOLI_Nguyen_2023,DYR_ECOLI,e193a4b689d70ba3b38c9f812a9b212e4ec24cec07f6c90f0600341c8b0c77f5,159,True,sf_0932cd92de6e,sf_0932cd92de6e
assay049,assay049,1.0,159,1.0,1.0,4.1359999999999996e-110,340,DYR_ECOLI_Thompson_2019,DYR_ECOLI,e193a4b689d70ba3b38c9f812a9b212e4ec24cec07f6c90f0600341c8b0c77f5,159,DYR_ECOLI_Thompson_2019,DYR_ECOLI,e193a4b689d70ba3b38c9f812a9b212e4ec24cec07f6c90f0600341c8b0c77f5,159,True,sf_0932cd92de6e,sf_0932cd92de6e
assay081,assay081,1.0,287,1.0,1.0,1.8280000000000001e-200,608,MET_HUMAN_Estevam_2023,MET_HUMAN,81df7bdf1ca228f0a9664346b33823ab74dd126175c1825f28d1ed936fa77f69,287,MET_HUMAN_Estevam_2023,MET_HUMAN,81df7bdf1ca228f0a9664346b33823ab74dd126175c1825f28d1ed936fa77f69,287,True,sf_9e206bd97a80,sf_9e206bd97a80
assay081,assay082,0.268,238,0.829,0.642,2.691e-14,67,MET_HUMAN_Estevam_2023,MET_HUMAN,81df7bdf1ca228f0a9664346b33823ab74dd126175c1825f28d1ed936fa77f69,287,MK01_HUMAN_Brenan_2016,MK01_HUMAN,1670aefbe2d9baf3412d23252180a37554c5647a0ad5cb1fbd06bb18417aee49,360,False,sf_9e206bd97a80,sf_29a8f9564eb0
assay113,assay113,1.0,900,1.0,1.0,0.0,1890,POLG_DEN26_Suphatrakul_2023,POLG_DEN26,bc166171f8e4a4ec090ba0bc0db5353a12a176ccbcbbb6e7da504372cfe6b5d1,900,POLG_DEN26_Suphatrakul_2023,POLG_DEN26,bc166171f8e4a4ec090ba0bc0db5353a12a176ccbcbbb6e7da504372cfe6b5d1,900,True,sf_1d81bb997017,sf_1d81bb997017
assay145,assay144,1.0,128,1.0,1.0,2.831e-82,258,RL40A_YEAST_Roscoe_2013,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,RL40A_YEAST_Mavor_2016,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,True,sf_09950e3c22ee,sf_09950e3c22ee
assay145,assay145,1.0,128,1.0,1.0,2.831e-82,258,RL40A_YEAST_Roscoe_2013,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,RL40A_YEAST_Roscoe_2013,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,True,sf_09950e3c22ee,sf_09950e3c22ee
assay145,assay146,1.0,128,1.0,1.0,2.831e-82,258,RL40A_YEAST_Roscoe_2013,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,RL40A_YEAST_Roscoe_2014,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,True,sf_09950e3c22ee,sf_09950e3c22ee
assay125,assay124,1.0,365,1.0,1.0,3.416e-250,756,Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,True,sf_77b576379330,sf_77b576379330
assay125,assay125,1.0,365,1.0,1.0,3.416e-250,756,Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,True,sf_77b576379330,sf_77b576379330
assay157,assay157,1.0,370,1.0,1.0,8.747e-251,758,SERC_HUMAN_Xie_2023,SERC_HUMAN,47ac6e9f63a78f48d4b7c4695d9271ae3d7b713159ee6909746fca1f43d8778f,370,SERC_HUMAN_Xie_2023,SERC_HUMAN,47ac6e9f63a78f48d4b7c4695d9271ae3d7b713159ee6909746fca1f43d8778f,370,True,sf_f2035d659d6a,sf_f2035d659d6a
assay189,assay189,1.0,65,1.0,1.0,1.5849999999999998e-41,137,VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,dd13a6b338efcb4369528c7aaa0f5d44b20ba9b04606ec23a3cfbcb375a3bee0,65,VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,dd13a6b338efcb4369528c7aaa0f5d44b20ba9b04606ec23a3cfbcb375a3bee0,65,True,sf_0815efaffc38,sf_0815efaffc38
assay030,assay030,1.0,281,1.0,1.0,5.36e-194,589,CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,213d8a15168ffdd0daf05c2809f9abb65a26baf3ef866577883b57e4897baad0,281,CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,213d8a15168ffdd0daf05c2809f9abb65a26baf3ef866577883b57e4897baad0,281,True,sf_99e3b36fb3c0,sf_99e3b36fb3c0
assay030,assay029,0.57,242,0.861,0.926,6.392e-87,280,CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,213d8a15168ffdd0daf05c2809f9abb65a26baf3ef866577883b57e4897baad0,281,CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,db97616a542053832f57e3a6f83b89c1b80a10c679889c6e23b20550d1cd50a1,258,True,sf_99e3b36fb3c0,sf_99e3b36fb3c0
assay062,assay062,1.0,361,1.0,1.0,3.522e-239,724,HEM3_HUMAN_Loggerenberg_2023,HEM3_HUMAN,0357a836b3f2fc54e934b9cab6530110c24fa0bccf95d2ad315b1f3c477685a3,361,HEM3_HUMAN_Loggerenberg_2023,HEM3_HUMAN,0357a836b3f2fc54e934b9cab6530110c24fa0bccf95d2ad315b1f3c477685a3,361,True,sf_afe0fb52df15,sf_afe0fb52df15
assay094,assay094,1.0,65,1.0,1.0,1.4270000000000001e-42,140,OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,9548d3ecc642b7ffaef7e386181a77157bab14756d5babcaf64647cc1db955f1,65,OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,9548d3ecc642b7ffaef7e386181a77157bab14756d5babcaf64647cc1db955f1,65,True,sf_1512f7c11353,sf_1512f7c11353
assay126,assay126,1.0,501,1.0,1.0,0.0,1059,Q59976_STRSQ_Romero_2015,Q59976_STRSQ,8367eca4f69ab5487788b08f0f496b51f5621c0d8c72e2ea17515de976be5445,501,Q59976_STRSQ_Romero_2015,Q59976_STRSQ,8367eca4f69ab5487788b08f0f496b51f5621c0d8c72e2ea17515de976be5445,501,True,sf_9ddcf4dec5c1,sf_9ddcf4dec5c1
assay158,assay158,1.0,582,1.0,1.0,0.0,1126,SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,f7c01224ad8e3f540f7346297cba253f13fd910ff86409e25862e5f392e87e31,582,SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,f7c01224ad8e3f540f7346297cba253f13fd910ff86409e25862e5f392e87e31,582,True,sf_6f5083a5504d,sf_6f5083a5504d
assay190,assay190,1.0,163,1.0,1.0,3.007e-107,332,VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,True,sf_893ea5ec829f,sf_893ea5ec829f
assay190,assay191,1.0,163,1.0,1.0,3.007e-107,332,VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,True,sf_893ea5ec829f,sf_893ea5ec829f
assay031,assay031,1.0,72,1.0,1.0,4.085e-43,142,CATR_CHLRE_Tsuboyama_2023_2AMI,CATR_CHLRE,4a857f87c1521ea1e2f09320d79dce72b4b3e73b0074a1d690cefae199ecaf09,72,CATR_CHLRE_Tsuboyama_2023_2AMI,CATR_CHLRE,4a857f87c1521ea1e2f09320d79dce72b4b3e73b0074a1d690cefae199ecaf09,72,True,sf_61777c3573dc,sf_61777c3573dc
